"Betweeness"	"Closeness"	"Degree"	"Eigenvector"	"Clustering_coefficient"
0	1.65494035463928e-07	0	-3.0873848223597e-18	0
0.262946836030665	1.88773759401148e-07	0	-8.1975555570071e-09	0
0	1.65494035463928e-07	0	-4.98295954519727e-08	0.166666666666667
0	1.65930661344209e-07	0	-3.9435593729556e-07	0.0555555555555556
-0.262946836030665	1.86929323129465e-07	0	-1.17365250651859e-06	0.0555555555555556
0	1.63711047898314e-07	0	-4.08943453014724e-07	0.0555555555555556
0	1.63711047898314e-07	0	-9.56385622061286e-07	0.166666666666667
0	1.64033077520249e-07	0	-1.7631407422267e-07	0.0555555555555556
1.24730305188586	1.86994729496501e-07	0	-1.5599503908578e-07	0
1.24730305188655	1.63925628815449e-07	0	-7.31280235216845e-07	0
0	1.4622422281872e-07	0	-7.32863719146502e-08	0
-1.24730305188635	1.72114081181402e-08	0	-7.34452031644769e-09	0
-1.24730305188655	1.94294175918182e-08	0	-7.36043547785766e-10	0
-1.24730305188655	2.21619853753839e-08	0	-7.37685999133021e-11	0
-1.24730305188586	2.55843522610922e-08	0	-7.44078614413427e-12	0
-3.33605779078425	2.99921290240865e-08	0	-1.21859507251986e-12	0
-0.342289215544724	2.55143289038082e-08	0	3.53360837330485e-14	0
-0.342289215544682	2.19692964694286e-08	0	3.61211042664432e-13	0
0	1.94029093578693e-08	0	9.69624353263651e-18	0
0.342289215544611	2.23245025963645e-08	0	7.23325461811828e-18	0
0.342289215544611	2.59593089621697e-08	0	1.55004900569589e-17	0.166666666666667
0	2.58571605689915e-08	0	-1.63215124414083e-06	0.166666666666667
2.0887547388968	3.04424394645798e-08	0	-8.22490009766002e-06	0.111111111111111
0	2.97770036016465e-08	0	-6.44542345938709e-06	-0.166666666666667
-9.52699133129317	3.49150568001012e-08	0	-5.67359509084827e-05	-0.0277777777777778
-0.000496396441747038	3.46133929595739e-08	0	-2.46248023812761e-05	0
0.423881482171204	3.42378996034118e-08	0	-9.29520900715688e-05	0
-3.21939708438913	3.21750372430166e-08	0	-0.00027019656027538	0
0	2.81520342054634e-08	0	-0.000149542649690367	0
-0.0161290322580641	2.75808125095155e-08	0	-0.000185869434860597	0
0	2.93659614434639e-08	0	-7.89049405673982e-05	0.166666666666667
-3.31515639453755	3.49950975200841e-08	0	-0.000397626992749939	0.0555555555555556
1.19593022892138	3.54648076931574e-08	0	-0.000691110077455872	0.0166666666666667
-60.1431668888245	4.02721898147204e-08	0	-0.000752023160984297	0.0277777777777778
10.9875862046974	3.35387669759402e-07	0	-0.000766576503327183	0.0555555555555556
9.4671207552251	3.30261109116444e-07	0	-0.00128558362490342	0
5.77231885603578	3.31802128490725e-07	0	-0.000150346579107468	0
-6.92868184461236	2.87973338408616e-07	0	-1.85483448813634e-05	0
0.308574002118803	2.8647876992879e-07	0	-5.63741683673816e-05	0
0.057425776936725	2.42920095451532e-07	0	-2.55185094690177e-08	0
0.0574257769367179	2.10765617992344e-07	0	-2.56332669555539e-09	0
0	1.87914034826956e-07	0	-3.17308226629865e-10	0
-0.0382838512911405	2.12102834376923e-07	0	-4.42374531109962e-06	-0.166666666666667
-0.171538212931864	2.47338644101326e-07	0	-3.9057595660595e-05	-0.0555555555555555
0.24380491038437	2.16925575024515e-07	0	-5.52756292342581e-06	-0.0555555555555555
0.984356215857133	2.14574270285251e-07	0	-7.14099904602859e-06	0.0277777777777778
0.984356215857588	2.47338644101326e-07	0	-3.10281566856781e-05	0.166666666666667
2.8267635389102	2.89227765032038e-07	0	-0.000305579378041536	0
0.377059272025235	2.50351661479104e-07	0	-3.92554533102273e-05	0.0277777777777778
-7.2341386477442	2.53110701464433e-07	0	-2.0729922467173e-05	0
0	2.20651403620139e-07	0	-5.22346460792008e-06	0
0	2.20903198179924e-07	0	-7.38437316977284e-07	-0.0555555555555555
-6.09851697588419	2.52596337884845e-07	0	-2.54627613875363e-07	-0.0555555555555555
8.06093745422095	4.96278286630126e-07	0	-2.32820067374434e-07	-0.0833333333333333
-0.00387938968330914	2.20948285807566e-07	0	-8.90023082955293e-08	-0.0833333333333333
-0.00262226649184072	2.21032723597442e-07	0	-7.85248386903344e-08	-0.111111111111111
-0.835355608204964	2.52296083816356e-07	0	-7.45166169582011e-08	-0.0555555555555555
0	2.20190518247847e-07	0	-1.28380983392729e-07	-0.0277777777777778
0	2.16132482089493e-07	0	-1.84627124061657e-08	-0.111111111111111
0	2.16050836463443e-07	0	-1.56074432427302e-08	-0.111111111111111
-1.15312691833913	2.48125435972564e-07	0	-5.22851034539262e-09	-0.0277777777777778
0	2.12503731712949e-07	0	-1.03113926452801e-09	0
0.539822745760603	4.68212212172662e-07	0	-1.12103453711875e-10	-0.166666666666667
0.539822745760716	5.47577979432618e-07	0	-1.91870328313583e-10	-0.166666666666667
-8.40781210135901	2.88162946725592e-07	0	-8.76590714480761e-10	-0.0555555555555555
4.70350980585857	6.33872729342941e-07	0	-3.04348352717748e-05	0
-45.1607879341545	3.26455206480999e-07	0	-0.000457812508522112	0
6.16837495326308	7.24550969951454e-07	0	-0.000890521298138411	0
22.7946677134919	7.20131679975578e-07	0	-0.00139322615535619	0
266.24346164488	1.2908846186704e-06	0	-0.00100271947943365	0
103.230925428508	1.2719268292845e-06	0	-0.000651619879239057	0
0.0732222144868047	1.21750136988861e-06	0	-0.000250151950182003	0
